pid,zipcodes
11917_2017,"64009, 78380, 20979, 14318, 16515, 88823, 96527"
11918_2017,"56447, 57762"
11919_2017,"60597, 86312, 13557"
11920_2017,"41534, 85212, 94563, 17069"
11921_2017,"91062, 72946, 13781, 93769, 94085, 35769, 65712"
11922_2017,"30980, 11449, 43436"
11923_2017,"86624, 96882, 13057, 76924"
11924_2017,"14039, 83811, 26724, 71469"
11925_2017,"90865, 61490, 42548, 53760, 98809, 98052, 70985, 92139, 78313, 99326"
11926_2017,"95994, 75406"
11927_2017,"66888, 78735, 64428"
11928_2017,"95263, 98849, 02772, 84881"
11929_2017,"78396, 57532, 81151, 64522, 53256, 82235, 45107, 16494, 90020, 47804"
11930_2017,"32736, 10548, 70112, 08292"
11931_2017,"37846, 80477, 35213, 11941, 97353, 18170, 31327"
11932_2017,"69204, 33128, 52064"
11933_2017,"09479, 13319, 89882, 03402, 37274, 18407, 88571"
11934_2017,"68957, 01657, 84769, 83894, 83168, 85099, 49768, 87318, 35742, 26841"
11935_2017,"92843, 02824, 74432"
11936_2017,"55768, 01863, 64181, 95439, 09050, 14500, 00986, 04154, 71217"
11937_2017,"16483, 78232, 04826, 09502, 21126, 41832, 69757, 51715, 46382"
11938_2017,"66488, 00961, 84487, 74027, 45678, 28408, 47804, 10312, 14127, 49690"
11939_2017,"85134, 81347, 33146, 23141, 67296, 30919, 78516"
11940_2017,31886
11941_2017,"28089, 12101"
11942_2017,"44924, 40976"
11943_2017,"86277, 04098"
11944_2017,"26582, 92904, 40085, 72240, 77195, 30801, 96909"
11945_2017,"71268, 59927"
11946_2017,"08616, 75119, 82313, 20929, 28758, 14405, 51563, 47278, 13165, 53252"
11947_2017,"52258, 49169, 98290, 47587"
11948_2017,"43388, 84574, 40573, 27406, 15773, 09764, 08862, 33079, 02799"
11949_2017,"07279, 38240, 99284, 60914, 37095, 10190, 59295, 57313, 78001"
11950_2017,"45924, 30865, 93707, 46724, 76353, 87028"
11951_2017,"91430, 60343, 61109, 60249, 86483"
11952_2017,"64110, 58387, 42250, 46987, 67029, 66281, 37564, 99887"
11953_2017,"40660, 43357, 23881"
11954_2017,"25668, 45754, 17507, 69803, 38913, 93481, 63469, 21535"
11955_2017,30040
11956_2017,"09859, 60240"
11957_2017,"40431, 21683, 17108, 77081"
11958_2017,"17171, 36663, 99373, 11266, 11590, 62655, 50360, 79022, 59061"
11959_2017,"12018, 60835, 26575, 80418, 22787"
11960_2017,"05552, 09493, 78147, 13055, 61647, 19218, 17372, 80805, 37580, 33829"
11961_2017,"17817, 53817, 34035, 20342"
11962_2017,"94997, 66261, 02691, 95103, 79221, 89885, 55529, 05889"
11963_2017,"93010, 54413, 29437, 19143, 71856, 89637, 09239, 91221, 63276, 92524"
11964_2017,"25962, 29158, 79716, 43507, 71245, 92331, 74914, 53110, 75892"
11965_2017,"08476, 76394, 20208, 52104, 71236, 82630, 65557, 53063, 86232, 34383"
11966_2017,"45793, 62206, 24003, 10508"
11967_2017,"80862, 75856, 03098"
11968_2017,"10647, 24041, 70928, 53553"
11969_2017,"41897, 72762, 68576, 95153, 58197"
11970_2017,"34265, 04133, 79481, 22281, 08686, 16180"
11971_2017,"46038, 11713, 23625"
11972_2017,"84195, 13889, 92912, 90974, 18818, 48815, 64833"
11973_2017,"77748, 41675, 58071, 18644, 47648"
11974_2017,33662
11975_2017,"56037, 01561, 98336, 01017, 79853, 58311, 78633, 68571, 67561"
11976_2017,"58617, 53761, 96702, 05346, 35219"
11977_2017,"80206, 14944, 51480, 04546, 95294, 75830, 73943"
11978_2017,"25117, 26146, 68679, 32775, 64932"
11979_2017,"55258, 34260, 23401, 13595, 34034, 12887, 90390, 09369, 87239, 30471"
11980_2017,"18957, 51401, 54059, 14428, 59396, 00896, 24713, 82773"
11981_2017,"19027, 94648, 83358"
11982_2017,14681
11983_2017,"03101, 54816, 47637, 46966, 36851, 45492, 37827, 66458, 62687"
11984_2017,"40347, 43946, 82563"
11985_2017,"40438, 90630, 50893, 41690, 97704, 25467"
11986_2017,"78663, 40123, 58106, 16726, 97252, 72662, 25205, 17089"
11987_2017,"95421, 16594, 93688, 87827, 42962"
11988_2017,"53221, 41705, 62228, 59815, 81268, 36335"
11989_2017,"80925, 54366, 54090, 95792, 12963, 56875, 37496, 33456"
11990_2017,04906
11991_2017,"24111, 77463, 25156, 25357, 24764, 12171"
11992_2017,"94604, 46549, 08856"
11993_2017,"22850, 71753, 17257, 85977, 67486, 94964, 59031, 76751, 02380, 32299"
11994_2017,"62012, 10696, 83676, 74515, 16448, 31102, 13265, 63930, 28252"
11995_2017,"57907, 34046, 29151, 71216, 43562"
11996_2017,"24504, 36254, 69269, 69555, 23317"
11997_2017,"07943, 85748, 88956"
11998_2017,"69005, 56040, 38238, 61677, 45744, 21856, 21448"
11999_2017,"28868, 99356, 40199, 17410, 40045, 09215"
